address,tag,balance,txn_count
0x9Da01DF0eeAE50B30845a1cAFb27E1f75887B887,Fake_Phishing1625,0 Ether,8
0x973cC36EEF960389b1DdDCE82a9f0663Af61809B,Fake_Phishing1626,0 Ether,17
0x4805944b89e01E4ea49Aa3268916dc68e0862fA0,Fake_Phishing1627,0 Ether,0
0x9389d53d43c7c174503ed929e6e8bb4e7b351ccb,Fake_Phishing1628,0 Ether,27
0x0e783fdcfd5f3f1afbb11062315456bd16fee122,Fake_Phishing1629,0 Ether,9
0x8cf893f11f6037b14f0f827b9ed6aeef38931fb4,Fake_Phishing163,0.008139 Ether,23
0x8a65C8565504a2BDe31F9c09125f5b9D53B2B07e,Fake_Phishing1630,0 Ether,2
0x9e9e3b124370C763d1a4e838069Da3dfDbfcA059,Fake_Phishing1631,0 Ether,47
0x99E4545F72747cf375BB21BbaB978aAD2B0E61DD,Fake_Phishing1632,0 Ether,3
0xfe06A1EC3b6de88a1675c15c6201eDA9077eECe1,Fake_Phishing1633,0 Ether,0
0xe724ced12b16bc51aad7514d498d527216a259dc,Fake_Phishing1634,0 Ether,137
0xb020561cdcf6c68b1df1ac5cd3a682c7ee352aeb,Fake_Phishing1635,0 Ether,16
0x446c233AE1f969D3063AA4b477b02764414C536e,Fake_Phishing1636,0 Ether,0
0xc5c95e5484413f20644508031adce296365a1394,Fake_Phishing1637,0 Ether,2
0x40a4b06c92b2489ecdf765b51c4350d56984d9ad,Fake_Phishing1638,0 Ether,2
0x407Ce703A92ACC44c40722dc2256E1D6388BcBf4,Fake_Phishing1639,0 Ether,0
0x88698a2FF09506596A88a1Af9d103a420BA46A3e,Fake_Phishing164,0 Ether,4
0x44705e1d11142cd7b0bdfb2ecc0c63784a31f14f,Fake_Phishing1640,0.00169269 Ether,68
0x2cf2a579845b351d0e2fa82476b7212F224eb768,Fake_Phishing1641,0 Ether,0
0x3ed46342c7d8d29ca065e8eca66bbf867a86e897,Fake_Phishing1642,0 Ether,0
0xaab92ead3017703f7f9f3f7ff71f623cd7a8d164,Fake_Phishing1643,0 Ether,11
0x6729Fab0dF0C18843ec10722759F2859b9F302E4,Fake_Phishing1644,0 Ether,0
0x4B92E5f88CDa4f2BD27B4868B3fD51dab85308f6,Fake_Phishing1645,0.0000168 Ether,3
0xd2d8d12aC776750268b1FE0A0BAF1062752b72E4,Fake_Phishing1646,0 Ether,12
0x5a50f58ba75e908a4170b04aa7eb05ba00dd4288,Fake_Phishing1647,0 Ether,22
0x62a7b17A43962ba679b32DF6A53367e57A810686,Fake_Phishing1648,0 Ether,0
0x1D2A6F7adD060A5F632639bF5Ec5fAAAE69529dB,Fake_Phishing1649,0.0002 Ether,2
0x2A7D04018D7295D8069Ec9721eE415c4Bdc57909,Fake_Phishing165,0 Ether,0
0xa6dd705dd6c7a7f4be7b68843b5a1995e60e30cf,Fake_Phishing1650,0.56800072 Ether,34
0x36135FcF43E11083476e7e5Db980a3DDa184e270,Fake_Phishing1651,0 Ether,0
0xd88578Cd8E81f265e90d80E4E5709bB6DABa6579,Fake_Phishing1652,0 Ether,0
0x8D6be44e86eDfFBe294071a886DdfB4147831BAa,Fake_Phishing1653,0 Ether,8
0x21F2Ec12b1770545Ff0f731f2d21edFA0dB30CcC,Fake_Phishing1654,0.00945898 Ether,10
0xf6B1F5745B45546B88e1Bb0Af0505Ed100b7EfFA,Fake_Phishing1655,0 Ether,10
0x1006f68abfe6ebd96d7a4f74f811713a6e52f3ea,Fake_Phishing1656,0 Ether,6
0xf23402d18e1518a5a4bf59955d0d56b84d997c93,Fake_Phishing1657,0 Ether,6
0x00D71de39c7bea8b69aE917a3e56C4717ef9d566,Fake_Phishing1658,0 Ether,0
0x8A2526F9f0b0E7593146A9A430529959ADC604C5,Fake_Phishing1659,0 Ether,0
0x1c2FB401D3Dc4fd8131ccFc4589F281D58921402,Fake_Phishing166,0 Ether,0
0x717b0f2016F396046E1403dDB8A338d3A65A649E,Fake_Phishing1660,0 Ether,0
0x344ddcdc306a75621866fd65619b5cfb329e1986,Fake_Phishing1661,0 Ether,6
0x8274589ae12450a5606021f160f224f625aa08ce,Fake_Phishing1662,0 Ether,6
0x60e4ec00cc96b57792f89ad05eaaa7dca643800b,Fake_Phishing1663,0 Ether,0
0xb07af2f34b30fb38cf18bbdca5134df170278de1,Fake_Phishing1664,0 Ether,4
0x2f46C85B5A9C6E908a3453220E4dAD23cAA5c8A3,Fake_Phishing1665,0 Ether,20
0xd93a9eba0b33896c629a7febfa2503f7ac0fa3af,Fake_Phishing1666,117.31627068 Ether,40
0xAEDC8a3aFC62A3dEeE4Eb232bfDB28058Bf554D8,Fake_Phishing1667,0.00754775 Ether,983
0xa22270850fabde01e1f5c5879ea65dd82890af31,Fake_Phishing1668,0 Ether,3
0xa49d41a87f33c1a7b6368c171298266bb193a08f,Fake_Phishing1669,0 Ether,0
0x3de08b35c0e7f255f37a5dace9bd8eb78e99e985,Fake_Phishing167,0 Ether,81
0xc2d7cf95645d33006175b78989035c7c9061d3f9,Fake_Phishing1670,0 Ether,"5,245"
0x1c40d1a1cac7c586b9509c565296f91c8441af9f,Fake_Phishing1671,0 Ether,8
0xbf0a4a57d66ec0eb94dce2fd0a4aa57f8b0a2530,Fake_Phishing1672,0 Ether,5
0x37e30fee740928e8db15d3dafd544baab6b87051,Fake_Phishing1673,58.10139867 Ether,39
0x4902c6f5fa1a80a2a85baffeb65ee77e3144c6da,Fake_Phishing1674,0 Ether,0
0xb5a854f6c86161642fc25b45454ace755231d436,Fake_Phishing1675,0 Ether,0
0xfa9980a7240ea1beb0b5ce58c0744fcd67f06104,Fake_Phishing1676,0 Ether,29
0x9d748d8f305b54127c57752716b48f23364ac3cd,Fake_Phishing1677,0 Ether,0
0x2df62e8d020984d77a5baaec76aa3473daf2d313,Fake_Phishing1678,0 Ether,0
0x81c01024deaad32b015707f6f3ac948e88463204,Fake_Phishing1679,0.00866366 Ether,13
0x648e163b47a69c06fa4a0904324afe393763b323,Fake_Phishing168,0 Ether,44
0x9d03a3ad580cc2fb820349d3ff002fb2fc7a6b19,Fake_Phishing1680,13.32095032 Ether,4
0xf654ab046e7812a77475a14b7e61408d8a822be4,Fake_Phishing1681,0.000029 Ether,2
0x9c29046a4178d15aa7be23e6b73ef0f2e429a9a1,Fake_Phishing1682,0 Ether,12
0x03e115d99f005f9df8accec3f3d07f54b593ee96,Fake_Phishing1683,0.00297 Ether,2
0xfa58e1030e7314d8e134e7637b944d0536624032,Fake_Phishing1684,0 Ether,0
0x65403aa21fbe76cc8edcd42ecdd0c6cc5c972f73,Fake_Phishing1685,0 Ether,0
0x6a1dea6f4c9d48035d855e8399e20e254f0ce1ac,Fake_Phishing1686,0 Ether,18
0x9d4b62503b4b7993182323effe6245f6d77e4413,Fake_Phishing1687,0 Ether,19
0x577cad8d4c0511ac704cc2d4d0a01d20917a3035,Fake_Phishing1688,0.000202 Ether,3
0x0061fb5485dff4bb85c078dca80d19119224d97e,Fake_Phishing1689,4.0446465 Ether,12
0x6079ca4a2d8a1b5d2a31b482ee9e5eb6ccfec368,Fake_Phishing169,0 Ether,241
0x26ba821222ee3b7b77f83cf1411dc5105bf2e499,Fake_Phishing1690,0 Ether,2
0xf3Bc09E9c493F7d446df129168894ff521175326,Fake_Phishing1691,0 Ether,0
0x408FaC2d2d3D3AC4E356aA188119F5624FD8C9f6,Fake_Phishing1692,0.00359108 Ether,157
0xce05a1bbff026ef875e94623753642806c0326d8,Fake_Phishing1693,0.000158 Ether,2
0xb8eD23977f745865aBBc645f09fc07f82cFde421,Fake_Phishing1694,0.00084282 Ether,11
0xa5712afa19d70bb5dd57b91c43fffcaaf077dc3d,Fake_Phishing1695,0.00220859 Ether,78
0xE047FB1968B9143CE4284cA0fafC012B3Aa8568D,Fake_Phishing1696,0 Ether,3
0x05f71263372AC109Cd13Faa86d13a0e5830FCEDc,Fake_Phishing1697,0.5 Ether,1
0x457577c30dA16B9597215d630a280D8Ce7694674,Fake_Phishing1698,0 Ether,0
0x870c34e732A43e43e6a58dcbf14f4d9b823D4Ca5,Fake_Phishing1699,0.11122653 Ether,7
0x8ebacD6867bF0BD877d783e26afD7d307d604343,Fake_Phishing17,0 Ether,4
0xd123c0b9c52af99421765bf129cee22fec0c66be,Fake_Phishing170,0.005 Ether,12
0xCc9ed092CA0d09a85B113B6E081fD9f1A237657a,Fake_Phishing1700,0 Ether,235
0x33ed22f4b6b05f8a5faac4701550d52286bd735a,Fake_Phishing1701,0 Ether,57
0x5337a05cc6bCc36b9e70a4B2F81d4c7287aa742E,Fake_Phishing1702,0 Ether,229
0x8DdFdF60aAfFe05C623ba193a186Abd1f8024946,Fake_Phishing1703,0 Ether,2
0xebe808320931473e5ED488e582F93dEdf8369A77,Fake_Phishing1704,0 Ether,15
0x60afc5761212ed59608b0559b4ccbaad24fc74b1,Fake_Phishing1705,0 Ether,124
0x7c6fe23375e80bf7f54dbd4c3fbe19bb0390c3bd,Fake_Phishing1706,3.02277594 Ether,10
0x9bd4d96126b89072de1db15be636d4309a223a18,Fake_Phishing1707,0 Ether,20
0xcf4A6C97B06Cc150C7B4AE06127d53Cd70864e04,Fake_Phishing1708,0.00143991 Ether,9
0x47d9dA6e6270De282a673A7536d9313E46E74576,Fake_Phishing1709,0.00098023 Ether,4
0x6aef2850c2ce2ef583ae8a36be3357080608bdc3,Fake_Phishing171,0 Ether,924
0x190a0532DDFb88B29e4da09367819585fbA9c823,Fake_Phishing1710,0 Ether,0
0xd384752674cbdF4673994AB973a51fc6f114B75F,Fake_Phishing1711,0 Ether,34
0x25AB0A13F42EA870879b4b631d5599eF47260dC1,Fake_Phishing1712,0.00025795 Ether,406
0x3Ce88849387ea47c0278F9b65831bFC53Ee2Ffe2,Fake_Phishing1713,0 Ether,0
0xd033262c4E1E9d1c27bdC5EF04B446C17Cd478ff,Fake_Phishing1714,0 Ether,8
0x7cb3ce3248e7c0cd320f3440d437a92a54f541f0,Fake_Phishing1715,0 Ether,21
0x2cC6CFbBB5e1c4D92638c1766D09850ADBCB9B2e,Fake_Phishing1716,0 Ether,7
0x9b36494cBEcc8a483508e01CaFb9e9298db9C83E,Fake_Phishing1717,0 Ether,4
0xc1e6720f94a8d73e77a94d16fb76f7dd6edff54c,Fake_Phishing1718,0.00217809 Ether,33
0x842b4370f72dda4da0cc81f522adf22294c37c33,Fake_Phishing1719,0 Ether,2
0x1d32c5C86D035F6c8d37e471e55C03d1D191b5F8,Fake_Phishing172,0 Ether,2
0x4b11d8ca056ca5a4ec3ba5789871fc37d1222395,Fake_Phishing1720,0 Ether,23
0xc8613E11DfDB4F4F59309aE9D76000b1783963DF,Fake_Phishing1721,0.00045105 Ether,3
0xbb8059d1a8d61dbc6f7ca36c597955c2110ae259,Fake_Phishing1722,8.43691323 Ether,51
0xf209c326f75ea3ef1e450e54aed63ad577fd6098,Fake_Phishing1723,0 Ether,0
0x28906b932cf61c99efc12615f4852bd2d512d8a2,Fake_Phishing1724,0 Ether,7
0x2689A3Feb5ce6ae619B9F923Fc8a1cDe1143B7b8,Fake_Phishing1725,0 Ether,3
0x30957ecE5Fc9d82854C485d1e4A84152966bB0E6,Fake_Phishing1726,0.2 Ether,644
0x051005cDCecd916FB8b98643d923646Acc7e07cd,Fake_Phishing1727,0 Ether,33
0x15C4659060bf1Ab40455005b385F0e84Cc9CAe00,Fake_Phishing1728,0.02357401 Ether,2
0x4f08932186aB86fad489E957409771e74484BFBE,Fake_Phishing1729,0.00004774 Ether,53
0xb7c4a4341c0a03460b6cec4fa997dd2d748ce281,Fake_Phishing173,0.00994372 Ether,27
0xE02Fd855AbDB38e661f9F641947c82501E2f77e5,Fake_Phishing1730,0.00011302 Ether,68
0xA8182DB00883Bb873ab80f1A443A9D454A4C9ED6,Fake_Phishing1731,0.00981229 Ether,2
0x18157E17CfC0Ef9e7c363f07394EBd79F18D0eE7,Fake_Phishing1732,0 Ether,0
0xeaaaf85e36267d4a44532e4df628254d6ce7f9cd,Fake_Phishing1733,0.00189338 Ether,3
0xaf48cfd4eee2b9f185fda12bf0cbbec5b90ed8c9,Fake_Phishing1734,0.00013868 Ether,4
0xaed20775c1d0d64796c9d023c8a7ac84557ba1ad,Fake_Phishing1735,0 Ether,7
0x79B570F107F07589244C76Ad8fd9a7cca0fb80ef,Fake_Phishing1736,0.01986544 Ether,20
0xb6ecd180f5cbb9167147394841d31f94eff77dbf,Fake_Phishing1737,0.0031907 Ether,26
0x82603fec3241b319ac1a0470f2c08bd90461a355,Fake_Phishing1738,0.00003424 Ether,17
0x8be8273d93633b6d99c83759fb54a825a01a804e,Fake_Phishing1739,0 Ether,3
0x45e7c24e67df934069a2709c5b592f950bc709af,Fake_Phishing174,0 Ether,48
0x8090be0a2e999cc78d89a864334d8c9bd0dc899a,Fake_Phishing1740,0 Ether,19
0xe4fd64c52452aa7933a26c63198b13ee6b87a3af,Fake_Phishing1741,0.00016829 Ether,121
0xbe3b4b8b55ea67b1b29a66a6019f077f54a048b3,Fake_Phishing1742,0 Ether,7
0x0c91ba2e9d7984015d72249345a0cefb8328a930,Fake_Phishing1743,0 Ether,8
0x8729abb00a517bba3d615ed13e7c9c55ab311d41,Fake_Phishing1744,0 Ether,12
0x3d849340d298955d62b73126823b4594feb1291d,Fake_Phishing1745,0.00120255 Ether,248
0xd8d0506ed425364ee126819e8b73fc3160c39d49,Fake_Phishing1746,82.30435522 Ether,79
0xD90ab919639AF912FfC63831A4F9035f43a80bcF,Fake_Phishing1747,0 Ether,8
0x0441C33cd5F806116c6dE528709368c6C7183cD9,Fake_Phishing1748,0 Ether,2
0x57C3D88D79d9f695cfBd9D0778b7062A0a7b1809,Fake_Phishing1749,0 Ether,0
0x3ec70d924D6116B5569BB4D2CF95F1E0aBBd2463,Fake_Phishing175,0 Ether,4
0x67dD84441664149a5DEaEf3880A67BA1CB9E174f,Fake_Phishing1750,0 Ether,0
0x9844f5c5f9aa7146a74ffc7b9227742acfa71dea,Fake_Phishing1751,0 Ether,11
0x0d4789f3c37fd0f11c031c4a59c71aa68142223a,Fake_Phishing1753,0 Ether,0
0x499e535b6B5e85b90D436207907EE587F6736E9e,Fake_Phishing1754,0.008908 Ether,2
0xaE34b154ADA796cFEbE8a60D265d266eF809Fb05,Fake_Phishing1755,0 Ether,33
0xc1b861Fadb1834d229BE4093Ecb9D270283b7388,Fake_Phishing1756,0.00008287 Ether,25
0x52b949fb4678c20873135ce6b3727949432af1d7,Fake_Phishing1757,0 Ether,32
0x015c0E438b3a01511B98D928BD031D3Dc50AbB9E,Fake_Phishing1758,0.00251127 Ether,20
0xbFCeffC807C6CbFB27C46bb18Ec32fb484d9c6c8,Fake_Phishing1759,0 Ether,0
0x4d517d272ce8d879d8891518e70153b49d2cdb96,Fake_Phishing176,0 Ether,575
0xe145044f7db80f59047eb6ecec9f22e00d119468,Fake_Phishing1760,0 Ether,36
0xcf7F7943FdD64838cfd6418345651D5f8081dACc,Fake_Phishing1761,0.00017337 Ether,7
0xcaeDcba7e864532aA1745ca7af5923D17029aD52,Fake_Phishing1762,0 Ether,12
0xbe286e3c51c9f954d8641077fbdd0625025621b7,Fake_Phishing1763,0.00522923 Ether,39
0x7D73f38770997f30BB6Dfa2B8Da184f2CFebA6C6,Fake_Phishing1764,0 Ether,15
0xcc1dc2e1e8f9c51f7d124e023b37dc310913afc3,Fake_Phishing1765,0.0014143 Ether,3
0x51aF777899f0E81FbB69836E9255cC5bab7a5842,Fake_Phishing1766,0 Ether,367
0x4e9cE827dF8e7d988EEB71D6F254814705B23a65,Fake_Phishing1767,0 Ether,72
0x1af0340527b8bAF6965307010871f6312eAbacaa,Fake_Phishing1768,0.02703058 Ether,221
0x58192aCD70c8F198337Ee9eB90D96B255643636A,Fake_Phishing1769,0.00746649 Ether,47
0xaf31bf4fa017768e6426308cf17e16d633700265,Fake_Phishing177,0 Ether,11
0xEf6504149A77221D2f2EB72499F33419d25dFd0e,Fake_Phishing1770,0.435068 Ether,27
0x27Ec5a27E521364699b870e5D8B5245D97CD0031,Fake_Phishing1771,0.000139 Ether,2
0x80d7bb18521acbef32d7906502ebe94928690e93,Fake_Phishing1772,0.00061742 Ether,15
0x189c3d322e1b09cbbb61629cf538ace8dc9e8fa4,Fake_Phishing1773,0 Ether,0
0xbfdf5f7ac2962b334ec2833ddd9ff30961b58a36,Fake_Phishing1774,0 Ether,3
0xAB7EC7596fc05BC55AFc07008cC06c1193eD6f9a,Fake_Phishing1775,3.29084656 Ether,213
0xF352462236D5C269358e0fC67457a285d9aB4D75,Fake_Phishing1776,0 Ether,28
0xFBd9042ff0098bfad4B31A2c2d4d9e531C2721ce,Fake_Phishing1777,0 Ether,0
0x0AFC3711b354136A569edeeea3C6A51e1725013E,Fake_Phishing1778,0 Ether,37
0x13098fdefba2129b8873bcff5c9ce2de1cf7f32f,Fake_Phishing1779,0.00036373 Ether,269
0xd3d7c71e4c5b1ff2f42fbb9b4a21f3373aa8b3b0,Fake_Phishing178,0 Ether,5
0xeef2a09be2a136bba76f04cf056e36947dbf0b0c,Fake_Phishing1780,0 Ether,0
0x86ddf5b305b9081fb5208e903edeb013510997cd,Fake_Phishing1781,0.0000192 Ether,15
0x3b5744c7f340e0d2dcf7a072a4c963b9a43c982b,Fake_Phishing1782,0.0003476 Ether,194
0x81fbb23ce259d141339e49ece91599ed97cc8b49,Fake_Phishing1783,0 Ether,90
0x09e5D03AE284f20AeC77A541C1FB274ec1422469,Fake_Phishing1784,0 Ether,0
0x897192c1dab98e1165796881c74203156af28b1e,Fake_Phishing1785,0.004895 Ether,50
0xcba1e79e47dd511b87dcc69b279953543d453fc5,Fake_Phishing1786,0 Ether,17
0x3a3fcaaa5c1da9db7c8ef28dd377f6aed2e43388,Fake_Phishing1787,0 Ether,7
0x10aed5faf0a98c168cce8aa285ed11aa3ec163ad,Fake_Phishing1788,0 Ether,8
0x8f3b2406f87f11ac30bbe462badef1588b2cbfe7,Fake_Phishing1789,11.88740967 Ether,56
0x62404bfb3e1c464f17e3af0c139e39d0703ae4a1,Fake_Phishing179,0 Ether,21
0x34c4c642187966641220f1ce15dd738691c4f1aa,Fake_Phishing1790,0 Ether,0
0xf158d37c2f42bf388321ac60f1a433c8ed94673b,Fake_Phishing1791,0.000351 Ether,10
0x1b39b1411dbc1cfc012ddc239f1522baa0e02b01,Fake_Phishing1792,0.0007332 Ether,5
0xe83c930ab539124f21de02b2d94ecb58b8406c04,Fake_Phishing1793,0 Ether,0
0x8241af33b5b58e225b9833ad75b9710c6e3ce4dc,Fake_Phishing1794,0 Ether,9
0x23bc518ec62edb9933a5ef0f3267995945be4cb3,Fake_Phishing1795,0 Ether,4
0x29c77a017dc5548cf3ad98eb4b187f906fd3d549,Fake_Phishing1796,0 Ether,4
0xa15b3e40505467e6928c998eaa5c486d750aed0e,Fake_Phishing1797,0 Ether,0
0xc3a28a27b9be468c2bb2d21e5f952bc251033f20,Fake_Phishing1798,0 Ether,0
0x1d6065940bfd6ac7c4ec1e2a35e1420e0a9c1bff,Fake_Phishing1799,0 Ether,9
0xbe2c434c49959ec0b6bb4885e63ff9977c009298,Fake_Phishing18,0 Ether,10
0x22374A2E9E19bcea56E64F9De3329670CD1a458c,Fake_Phishing180,0 Ether,0
0xa8a6497978c264d7ce268d826a834c1d7134d914,Fake_Phishing1800,11.38044336 Ether,11
0x585a5b8f790555c2d084071939253d1877d29339,Fake_Phishing1801,0 Ether,9
0xb763afd03e7c4e6fd91d3e88ac941cf7c07a3898,Fake_Phishing1802,0 Ether,3
0xe63cd3b617562d2291cad8ba0a5b4f79b61f2574,Fake_Phishing1803,0 Ether,9
0x1a2a81b0ae883384539caa18628c007ca5c448f0,Fake_Phishing1804,0 Ether,0
0x6c126b25151be23b547fc0812ba408f61dc20d00,Fake_Phishing1805,0.00466041 Ether,2
0x769749419513c60ad4ffcb5b5072c8b74ff4c08c,Fake_Phishing1806,37.81580507 Ether,2
0xe5f08b41bc8e37ee5e5934d4a27e67e059370011,Fake_Phishing1807,0 Ether,2
0xc4ce40af23a0619119e7f59730131c22650d5d11,Fake_Phishing1808,0 Ether,15
0x8196fa469bd2f8105bae01702c4b84b04cdf4a2c,Fake_Phishing1809,0 Ether,3
0x45C50428F31fF89C8bfc0cC13688d897750e74b7,Fake_Phishing181,0 Ether,2
0xe3115696fc96b8b15bd7afb0213082be4595cdd8,Fake_Phishing1810,0 Ether,4
0x4ff5a066af7f713478e1933929282fd70bd41afb,Fake_Phishing1811,0 Ether,4
0xf847860a334c63b347030b3e6dc1d18136ce6f65,Fake_Phishing1812,0 Ether,0
0x00c8bd3cd1e649a3fd2a89b3edc1c2ab631227a0,Fake_Phishing1813,0 Ether,0
0xb5624bee455817d8707aab3d9228a23319adfb15,Fake_Phishing1814,0 Ether,0
0x26bf2ea373496c1e4b91c49965cd58c60712787c,Fake_Phishing1815,0 Ether,0
0xebfce0f5135c0bd67f9fa5b1ae1366a566f659ff,Fake_Phishing1816,0 Ether,21
0xa69ea6ab7707c551eeae1d443e179318a9dc73ee,Fake_Phishing1817,10.18742266 Ether,26
0x42e0d29d1cb3a28d748a7ac2d06d679329022c72,Fake_Phishing1818,0 Ether,10
0x8b1b4f3a25444005ecd37f7b0c12bc5078c13443,Fake_Phishing1819,0 Ether,2
0xcd7f5657b0d20384b71331a84843f4e8068b7978,Fake_Phishing182,0.0033616 Ether,5
0xc348085a86d14f9ede78a5ddd5aa7fef232c9950,Fake_Phishing1820,0.00753996 Ether,17
0x797ab7505608a943a4f00e275ad6f2a514b8e038,Fake_Phishing1821,0 Ether,0
0xce9e24dffdb3dc08efe33ad3db858576c3f27d5d,Fake_Phishing1822,12.99074563 Ether,20
0xda5f6405808111de82084e6804adf7153edaa8ed,Fake_Phishing1823,0.5 Ether,1
0xff8e6af02d41a576a0c82f7835535193e1a6bccc,Fake_Phishing1824,0.00456701 Ether,110
0x562109a47a469ca0c385d654bb0af14c98cf6e12,Fake_Phishing1825,0 Ether,0
0xbc025972d6dcebe52793a2b19de53cf621cf1edc,Fake_Phishing1826,0 Ether,4
0x5cf03f522dcbe4efeed2462759da179b50230969,Fake_Phishing1827,0 Ether,0
0xed6b90c028310122af361ce84a4604afbed40910,Fake_Phishing1828,0.03196899 Ether,4
0x76524f023c42cb4018d24b8097959b2ecf8fa8ea,Fake_Phishing1829,0.00273833 Ether,10
0x5d3eaf54fd59e264945d2309fe2ebfb70c0fac4e,Fake_Phishing183,0 Ether,44
0x9e5a6b7a73c6b390aa418f5b4cd3a8f6d1572810,Fake_Phishing1830,0 Ether,0
0x6b0a6c142905ce6c1db7276d8878a3e7846675d9,Fake_Phishing1831,0 Ether,0
0xf19c11540e012227466a59cade5f7fcf8dc1d1d1,Fake_Phishing1832,0.00000038 Ether,6
0x68e45b998240d77fbe30be84bd8397a51f0ef962,Fake_Phishing1833,0.000001 Ether,2
0x215e7e7edefda37eb39df17b8b91da9a60d85530,Fake_Phishing1834,9.431 Ether,4
0x13b56f970b8982b1b4a76982876086ecad4756da,Fake_Phishing1835,0 Ether,0
0x3fc7ca472d19f24f544fcd79bca992019650c1eb,Fake_Phishing1836,0 Ether,5
0x7aa266963882f13eb0ab5920e16afef2f26cda8f,Fake_Phishing1837,0.009853 Ether,2
0x451ba6133b64829398fe074ae649a7998acb16f3,Fake_Phishing1838,0.001 Ether,3
0x74a01390635d8d4016827fa3afb1a0f6c33ed8d8,Fake_Phishing1839,0 Ether,11
0x84d2a64cf2c0b1b4a65925dc0b1a20f42fe6104f,Fake_Phishing184,0.00084763 Ether,99
0xa4f06f1afb7b8589d1f4609257e5010c30ed3d2b,Fake_Phishing1840,0 Ether,0
0x68aacf41fa22ecd5ca0bb102da46b0f503e2e168,Fake_Phishing1841,0 Ether,12
0x2b1c266e2a39a7a30aed472fad47d6b6ab953f7e,Fake_Phishing1842,0.00004473 Ether,15
0xe2dab81efe425bdd0a64e9c69393f0243d7d672f,Fake_Phishing1843,0 Ether,10
0xf70c78be20884e3e90a8cabd46620f1823b2d4b3,Fake_Phishing1844,0 Ether,0
0xc597498f0d102036ff7bf9fda401f3174d2e9d96,Fake_Phishing1845,0 Ether,3
0xb0d46eb7e6aac501bcce47f05ace37527b8b329a,Fake_Phishing1846,0 Ether,2
0x44610cee8c56d34e80468243065e3a319250e32a,Fake_Phishing1847,0 Ether,0
0x429d386adc915ade21593609b1b89b976b2f2af4,Fake_Phishing1848,0 Ether,5
0xc71943c6411dd88aad1e5b69da551f16596d73cc,Fake_Phishing1849,32.15220254 Ether,21
0xc446919fc6a76f5bfe847dfcbe074648d038230a,Fake_Phishing185,0 Ether,12
0x1cbc864ea74e0f23f103df8623ba56a01b1eda59,Fake_Phishing1850,0.00501863 Ether,28
0xb75be435ee985ab09f99299a90b03937b33855c6,Fake_Phishing1851,0 Ether,0
0x5ef4ec670246af663f64aff354a30ca54b43dafd,Fake_Phishing1852,0 Ether,0
0x2b164ae662a0ab1832c87cb4a226efec56219fb6,Fake_Phishing1853,0 Ether,28
0xab486933bc2e24580080b9e97c2abcd493c0a136,Fake_Phishing1854,0 Ether,7
0xff481ca14e6c16b79fc8ab299b4d2387ec8ecdd2,Fake_Phishing1855,0 Ether,17
0x46f136cb5eab40f02282aaa7b4b0ccb79e71c523,Fake_Phishing1856,0.1 Ether,1
0x1e442d0461bd7a52fadb9920f6ed5bb3cd8ff75d,Fake_Phishing1857,25.4593893 Ether,23
0xb9ba61669e7652970180b3b98972b001b8fc88d2,Fake_Phishing1858,0 Ether,3
0x5f621e6a89b8fcc0de41745bf1fbfdee6ebcc56f,Fake_Phishing1859,0.009139 Ether,5
0x1451dbE4304a60B5b25B4d98B355EFFD440417aF,Fake_Phishing186,0 Ether,694
0x3c924cbbd8ffb34b3da99c1501afb9bb3cf5e4f4,Fake_Phishing1860,0 Ether,17
0x7a2934bf040706ce585e547fab846dd79057956d,Fake_Phishing1861,0 Ether,2
0x8e3f2d9bbd1759e13ebd96d95cef2fe468009e6c,Fake_Phishing1862,0.00437669 Ether,13
0x80e02ae8c5d5e482558caf32004e7d6281445f28,Fake_Phishing1863,0 Ether,0
0x77849c0b55e6b65336c913b850fd5d92b42f68ce,Fake_Phishing1864,0 Ether,0
0x6daa1acae526e48f888a2e0c40b4b3baceda1d07,Fake_Phishing1865,0 Ether,0
0xf276c0ad29363689792702986667d562a3cb7c04,Fake_Phishing1866,0 Ether,2
0xaaaa3b6d0b72ade31a99c933a8bf737a4e904527,Fake_Phishing1867,0 Ether,3
0x0a0ba956038d4a66002d612648332b9c4ab7646c,Fake_Phishing1868,0 Ether,6
0x14b7716c688875bcf54d5ff47cad4fca6b3834fa,Fake_Phishing1869,0 Ether,0
0xbd7d88cabcd538cdeaa29af2fc5589dbd619b44e,Fake_Phishing187,0 Ether,13
0x0591a42188996397fc7cd6db729045146c37696c,Fake_Phishing1870,0 Ether,181
0x1177d4f07c6ef70f51cf23493c66e713f7acccda,Fake_Phishing1871,0 Ether,3
0x4e360faf9f228452af65c9b7a89ae023363672b4,Fake_Phishing1872,0 Ether,61
0xbde430f54a63016d8a5f31f243761653728086a2,Fake_Phishing1873,0 Ether,3
0x3d075995577c0c3c65a466fee47ffb1ba6a41b02,Fake_Phishing1874,35.99561218 Ether,39
0xfc0fd9c3d1acc91feb84fbbdfc1fa8721cbbcaa2,Fake_Phishing1875,0 Ether,0
0x61cbef9db89e5d397bdde7ff9095bede35d4eeb5,Fake_Phishing1876,0 Ether,35
0x68e2ef6244be67fe149c8309e1c5e978fa1a3cab,Fake_Phishing1877,0 Ether,3
0x52c9dfd68c67aafc9e3e615fb38824b17def6432,Fake_Phishing1878,0 Ether,12
0xb615a63688104f93e59c44c2e8f2ed9ac0401ee2,Fake_Phishing1879,0 Ether,0
